Group,Subgroup,Name,Shape,Type,Size
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,lPar2,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,lPar3,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,lParType,"(1,)",float64,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,pinDiodeType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,radfet1Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,radfet2Type,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,radmonStatus,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,revisionNumber,"(1,)",int32,1
AwakeEventData,AwakeEventData/RADMON.AWAKE-3/Acquisition,revisionType,"(1,)",int32,1
AwakeEventData,AwakeEventData/RPADA.BB4.RQNI.412432,MEAS.I,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPADA.BB4.RQNI.412432,REF.I,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.412344/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.412345/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.412347/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.412349/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.412353/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430011/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430029/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430040/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430104/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430130/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430204/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBH.430309/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.412344/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.412345/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.412347/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.412349/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.412353/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430011/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430029/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430040/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430104/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430130/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430204/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RCIBV.430309/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQID.412344/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQID.412347/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQID.430031/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQID.430037/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQID.430109S/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQIF.412346/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQIF.430034/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQIF.430118/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQIF.430205/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPCAH.TSG4.RQIF.430311/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPPEF.BB4.RBIH.412435,MEAS.I,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPPEF.BB4.RBIH.412435,REF.I,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPSKN.TSG4.SNH.430000/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/RPSKN.TSG4.SNJ.430001/Acquisition,currentAverage,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,acqDesc,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,acqMsg,"(1,)",|S32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,acqState,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,acqTime,"(1,)",|S25,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,calMarkerData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,cycleTime,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,dumpCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,dumpInt,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,inCheckStatusData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,lowIbStatusData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,measStamp,"(940,)",float32,940
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,measStamp_unit,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,measStamp_unitExponent,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,nbOfAdcData,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,nbOfMeas,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,range1Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,range2Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,range3Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,range4Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,samplingTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,sbfCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,sbfIntensity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,selectedRange,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,slowCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,slowExtInt,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,superCycleNb,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,totalIntensity,"(940,)",float32,940
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,totalIntensity4Ranges,"(4, 1120)",float32,4480
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,totalIntensity_unit,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,totalIntensity_unitExponent,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.41435/Acquisition,vmodStatus,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,acqDesc,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,acqMsg,"(1,)",|S32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,acqState,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,acqTime,"(1,)",|S25,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,calMarkerData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,cycleTime,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,dumpCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,dumpInt,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,inCheckStatusData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,lowIbStatusData,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,measStamp,"(940,)",float32,940
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,measStamp_unit,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,measStamp_unitExponent,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,monitorArray1,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,monitorArray2,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,nbOfAdcData,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,nbOfMeas,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,range1Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,range2Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,range3Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,range4Data,"(1120,)",int16,1120
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,samplingTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,sbfCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,sbfIntensity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,selectedRange,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,slowCycleTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,slowExtInt,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,superCycleNb,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,totalIntensity,"(940,)",float32,940
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,totalIntensity4Ranges,"(4, 1120)",float32,4480
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,totalIntensity_unit,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,totalIntensity_unitExponent,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPS.BCTDC.51895/Acquisition,vmodStatus,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,beamOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bqmOutputEnable,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensities,"(288,)",float32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityMax,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityMaxThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityMean,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityMin,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityMinThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityModIndex,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityModIndexOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityModIndexThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchIntensityStd,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthMax,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthMaxThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthMean,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthMin,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthMinThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthStd,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthStdOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengthStdThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchLengths,"(288,)",float32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakMax,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakMaxThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakMean,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakMin,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakMinThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakStd,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakStdOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeakStdThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPeaks,"(288,)",float32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,bunchPositions,"(288,)",float32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,diagnostic,"(1,)",int16,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,doubletIntensitySplitOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,doublets,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,filledBuckets,"(288,)",int32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,firstBunchPositionOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,isTrailingDoublet,"(0,)",Bytefield,0
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nAllowedLongBunches,"(1,)",int16,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nBunches,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nBunchesMax,"(1,)",int16,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nBunchesMaxOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nBunchesRamp,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nSatellitesIntensity,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nSatellitesMidBucket,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nTooLongBunches,"(1,)",int16,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,nWarningMessages,"(1,)",int16,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,oscillationPercentDeltaMax,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,oscillationPercentDeltaMaxThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,oscillationPercentDeltas,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,oscillationPercentPeakMax,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,oscillationPercentPeakMaxThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,patternOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,satelliteBucketsIntensity,"(4620,)",float32,4620
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,satelliteBucketsMid,"(4620,)",float32,4620
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,satellitesIntensityThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,satellitesMidBucketThr,"(1,)",float32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,satellitesOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,stabilityOk,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,tgmNLSQCTL,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,tgmSCNUM,"(1,)",int32,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,verifyPattern,(),bool,1
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,warningMessages,"(50,)",|S48,50
AwakeEventData,AwakeEventData/SPSBQMSPSv1/Acquisition,wrongBuckets,"(288,)",int32,288
AwakeEventData,AwakeEventData/SPSBQMSPSv1/RawWavesFTAcquisition,rawWaveFT,"(80000,)",int16,80000
AwakeEventData,AwakeEventData/SR.AWGAMP/Status,position,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.AWGPH/Status,position,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.AWINTLK/PhaseAcq,phaseShifter,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,value,"(1, 320)",int16,320
AwakeEventData,AwakeEventData/SR.SCOPE27.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,value,"(1, 320)",int16,320
AwakeEventData,AwakeEventData/SR.SCOPE28.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,value,"(1, 320)",int16,320
AwakeEventData,AwakeEventData/SR.SCOPE29.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,value,"(1, 4000)",int16,4000
AwakeEventData,AwakeEventData/SR.SCOPE30.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,value,"(1, 4000)",int16,4000
AwakeEventData,AwakeEventData/SR.SCOPE30.CH02/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,triggerStamp,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,value,"(1, 352)",int16,352
AwakeEventData,AwakeEventData/SR.SCOPE43.CH01/Acquisition,value_units,"(1,)",|S1,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,CTime,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,cycleTag,"(1,)",int32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,diffStamps,"(1,)",int64,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,firstSampleTime,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,offset,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,sampleInterval,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,sensitivity,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,triggerError,"(1,)",float32,1
AwakeEventData,AwakeEventData/SR.SCOPE43.CH02/Acquisition,triggerStamp,"(1,)",int64,1
